date,day,day_of_week,day_of_year,week_of_year,month,quarter,year,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2020-06-11,11,3,163,24,6,2,2020,810.48,803.82,791.73,773.75,865.27,799.29,828.31,891.7,973.26,908.79,973.39,972.59,999.31,999.55,944.77,878.25,936.28,1002.55,952.16,850.83,850.9,885.58,870.82,826.97
2020-06-12,12,4,164,24,6,2,2020,740.14,732.24,730.69,731.98,737.03,760.16,770.5,771.73,767.97,769.59,771.03,782.02,777.42,789.32,797.85,802.25,807.94,818.42,795.96,776.64,759.66,747.09,744.39,735.59
2020-06-13,13,5,165,24,6,2,2020,791.34,781.47,784.01,793.75,777.74,805.11,821.59,820.17,826.41,864.34,868.28,885.31,880.08,991.05,854.66,842.03,823.89,825.3,815.95,803.62,800.99,809.07,806.49,786.83
2020-06-14,14,6,166,24,6,2,2020,734.34,730.09,723.13,725.73,732.04,742.87,758.62,795.95,793.3,830.69,825.78,825.18,825.18,836.55,782.25,783.44,780.59,782.35,763.39,746.13,724.98,741.73,738.42,740.79
2020-06-15,15,0,167,25,6,2,2020,836.51,832.91,828.53,809.79,801.6,844.04,861.1,887.83,901.08,921.09,925.34,907.04,906.64,900.92,902.39,900.71,899.38,1126.38,1053.22,1022.42,851.15,873.08,840.9,824.03
2020-06-16,16,1,168,25,6,2,2020,539.86,541.17,570.81,300.51,525.4,609.93,677.34,691.59,732.2,747.78,745.92,879.9,699.76,700.18,710.58,728.71,703.86,703.82,703.95,679.5,568.83,538.6,527.42,518.95
2020-06-17,17,2,169,25,6,2,2020,710.69,646.87,629.12,386.58,567.89,570.56,759.11,761.83,820.12,818.4,822.51,821.1,832.6,819.37,824.63,778.47,757.12,791.44,749.86,801.3,742.96,794.71,760.17,723.45
2020-06-18,18,3,170,25,6,2,2020,669.33,662.77,615.68,606.18,628.61,800.38,799.16,859.8,899.27,905.93,940.12,938.41,902.26,871.36,875.79,799.57,889.74,892.76,796.8,773.03,681.93,760.55,725.97,677.36
2020-06-19,19,4,171,25,6,2,2020,763.47,665.87,670.67,661.29,663.91,793.99,863.86,933.41,951.11,972.31,983.38,995.24,953.5,952.65,952.84,916.87,916.76,918.59,916.4,900.06,895.96,909.08,894.08,872.02
2020-06-20,20,5,172,25,6,2,2020,906.91,899.19,897.64,904.08,912.7,930.42,950.67,957.71,983.1,1000.96,999.38,998.78,994.55,976.03,983.54,1069.31,980.06,1124.88,1088.44,945.17,954.1,944.87,934.53,907.8
2020-06-21,21,6,173,25,6,2,2020,850.9,855.11,858.79,862.77,873.6,872.95,885.61,896.23,900.84,930.06,932.49,933.14,933.2,933.17,935.77,931.13,936.81,937.71,934.0,918.26,910.43,899.85,893.74,868.77
2020-06-22,22,0,174,26,6,2,2020,866.2,855.28,855.12,863.3,878.72,879.08,894.01,903.31,928.99,943.68,929.62,929.63,928.79,928.73,928.47,926.95,907.55,919.15,907.01,937.49,900.37,882.9,871.31,852.07
2020-06-23,23,1,175,26,6,2,2020,838.25,836.55,840.81,859.92,881.09,870.28,891.29,896.82,918.03,925.37,925.45,925.85,918.71,923.49,925.17,922.11,922.6,923.18,921.51,924.06,910.73,893.81,885.61,852.41
2020-06-24,24,2,176,26,6,2,2020,797.56,808.78,818.27,807.12,823.6,838.65,847.48,872.16,877.66,964.61,964.1,962.27,964.0,894.64,895.7,894.51,896.26,884.16,880.62,867.08,869.12,885.7,842.31,828.77
2020-06-25,25,3,177,26,6,2,2020,784.62,792.09,792.35,825.84,823.79,836.69,865.46,886.11,896.15,896.61,896.24,896.8,888.67,896.72,872.38,866.53,867.09,875.9,870.02,854.91,840.37,851.91,827.78,783.27
2020-06-26,26,4,178,26,6,2,2020,790.2,796.75,798.8,817.35,821.41,842.31,862.49,888.74,901.99,911.17,911.73,913.0,912.4,914.14,913.15,910.58,889.15,891.32,891.05,874.42,887.6,875.38,872.58,827.63
2020-06-27,27,5,179,26,6,2,2020,838.41,825.12,792.95,834.59,845.96,846.94,854.84,887.84,911.43,934.9,921.17,913.58,932.1,931.88,931.78,913.88,912.88,926.08,919.51,881.91,891.06,875.39,875.45,850.85
2020-06-28,28,6,180,26,6,2,2020,789.99,782.06,784.13,785.73,794.8,794.43,807.35,811.47,842.44,878.07,890.0,890.0,890.0,890.38,895.07,891.54,891.65,878.16,876.96,843.24,856.31,844.68,843.99,778.49
2020-06-29,29,0,181,27,6,2,2020,830.29,822.27,833.6,842.28,858.08,858.43,888.25,901.91,920.86,920.88,920.2,929.81,935.24,929.09,924.48,918.34,910.07,908.46,905.87,873.6,870.66,868.75,838.13,813.56
2020-06-30,30,1,182,27,6,2,2020,768.45,779.55,781.03,792.01,809.4,799.4,840.73,871.27,878.17,884.71,886.31,882.61,876.21,876.24,876.37,872.59,915.41,989.17,1067.25,886.19,836.51,821.18,808.57,774.21
2020-07-01,1,2,183,27,7,3,2020,802.92,843.94,850.46,861.74,881.06,881.3,889.59,897.67,905.46,927.63,927.4,926.26,927.56,927.78,927.76,923.65,924.42,926.25,924.45,906.96,899.98,891.9,854.02,781.18
2020-07-02,2,3,184,27,7,3,2020,777.24,774.16,777.73,795.52,792.02,816.69,847.47,861.22,873.76,884.97,883.86,910.22,903.2,907.67,907.43,877.87,882.77,873.7,863.75,830.89,803.45,798.5,770.59,776.16
2020-07-03,3,4,185,27,7,3,2020,790.96,793.04,796.23,793.75,819.65,815.86,800.35,846.75,866.93,868.27,872.38,877.23,879.76,880.93,889.78,889.36,890.57,890.76,889.01,866.92,832.75,844.49,802.53,812.73
2020-07-04,4,5,186,27,7,3,2020,764.73,750.51,718.11,723.17,722.17,742.23,757.57,760.3,767.11,801.94,800.79,799.67,798.78,799.48,800.96,800.28,801.42,799.22,797.15,782.32,749.14,806.89,764.96,753.7
2020-07-05,5,6,187,27,7,3,2020,734.28,734.5,713.94,715.15,719.23,715.58,737.5,738.85,747.51,765.55,767.63,773.26,766.18,768.2,777.3,774.83,778.14,771.49,765.45,740.62,813.38,818.42,814.92,757.74
2020-07-06,6,0,188,28,7,3,2020,758.82,755.6,756.64,777.06,779.29,779.82,808.27,857.62,881.71,882.5,882.34,880.97,881.03,881.61,882.33,880.03,871.73,871.19,876.96,803.09,798.78,833.33,810.07,768.93
2020-07-07,7,1,189,28,7,3,2020,755.08,753.65,757.02,756.43,757.0,750.67,781.87,795.59,810.55,827.8,834.48,829.53,818.51,819.6,811.47,806.74,808.09,808.31,805.79,780.75,776.79,813.21,780.59,755.63
2020-07-08,8,2,190,28,7,3,2020,618.65,620.17,621.91,619.08,616.67,640.84,671.13,708.11,712.1,726.0,720.69,719.93,717.13,716.45,716.55,709.01,708.65,705.83,703.75,678.01,635.17,674.8,665.79,659.06
2020-07-09,9,3,191,28,7,3,2020,756.17,741.43,743.5,726.9,718.24,765.42,815.59,837.06,849.47,834.8,861.12,859.83,863.47,862.97,863.33,847.55,852.39,829.72,849.9,800.48,810.09,792.13,772.96,759.17
2020-07-10,10,4,192,28,7,3,2020,733.53,718.22,716.72,688.5,711.52,749.57,799.01,828.96,830.66,840.38,840.8,839.64,831.68,858.26,858.15,799.96,797.09,853.13,856.3,848.67,822.41,809.19,766.28,756.39
2020-07-11,11,5,193,28,7,3,2020,765.87,759.29,762.17,750.56,752.29,763.53,775.94,807.1,825.44,831.66,826.64,824.84,824.59,824.66,824.31,818.86,818.47,817.78,817.43,806.24,831.41,776.98,768.39,766.37
2020-07-12,12,6,194,28,7,3,2020,753.71,749.78,746.67,713.29,725.88,746.63,762.76,772.28,784.93,822.71,823.84,822.64,822.36,824.16,824.82,822.0,823.11,823.86,805.59,813.15,827.06,822.82,808.54,767.76
2020-07-13,13,0,195,29,7,3,2020,853.1,850.57,850.49,831.05,838.86,877.03,903.07,926.5,930.47,950.75,940.41,916.7,915.36,909.47,902.61,899.99,899.33,901.76,896.78,876.06,880.26,867.34,879.92,859.35
2020-07-14,14,1,196,29,7,3,2020,784.29,761.41,763.8,758.49,785.58,799.92,863.06,875.69,879.84,891.25,889.56,889.07,885.45,878.55,879.4,877.28,879.39,878.26,860.04,849.49,857.73,817.45,818.64,793.34
2020-07-15,15,2,197,29,7,3,2020,870.87,867.67,874.16,880.26,870.51,879.23,893.05,916.62,939.05,940.69,941.03,940.95,938.39,938.05,938.71,948.89,946.75,943.92,939.54,933.36,997.33,897.25,885.36,875.45
2020-07-16,16,3,198,29,7,3,2020,829.2,834.6,837.68,852.18,869.6,875.12,886.25,901.01,930.1,932.35,932.52,932.4,931.68,930.71,1022.17,1010.89,1005.6,1055.33,1039.57,1045.0,863.39,848.63,842.07,776.45
2020-07-17,17,4,199,29,7,3,2020,773.1,782.22,784.21,783.46,786.9,778.58,831.99,860.43,887.0,895.78,892.03,866.96,866.98,827.87,876.85,873.18,876.16,883.0,968.4,894.62,846.96,771.72,784.64,786.18
2020-07-18,18,5,200,29,7,3,2020,739.58,739.96,739.85,756.4,760.42,759.99,811.1,855.07,877.1,877.62,877.46,876.32,876.76,876.74,828.65,820.44,882.81,951.07,995.0,954.5,806.84,778.75,743.37,742.54
2020-07-19,19,6,201,29,7,3,2020,774.35,775.23,776.54,776.47,782.6,779.91,775.8,810.83,869.73,895.18,895.11,894.11,894.37,896.2,889.24,872.08,932.55,934.82,967.69,954.66,913.28,856.18,836.56,773.62
2020-07-20,20,0,202,30,7,3,2020,827.62,843.08,853.1,861.45,860.51,861.44,888.27,905.35,895.23,903.99,902.12,898.49,895.35,892.9,915.38,893.64,908.82,911.6,1027.71,902.02,872.91,835.59,818.49,819.0
2020-07-21,21,1,203,30,7,3,2020,768.02,768.38,774.77,777.34,778.15,777.94,772.2,804.76,813.21,819.22,818.22,819.06,827.22,804.19,795.98,794.72,860.84,865.26,971.73,837.91,812.3,773.93,778.58,777.46
2020-07-22,22,2,204,30,7,3,2020,757.57,754.32,756.49,763.98,761.16,777.67,793.95,810.45,813.27,814.51,812.76,804.06,803.86,822.03,821.19,789.76,836.47,830.15,903.5,822.51,790.08,763.16,768.0,763.41
2020-07-23,23,3,205,30,7,3,2020,336.01,328.37,330.42,348.3,342.66,351.06,367.56,377.92,349.82,349.07,348.78,348.74,314.54,229.29,355.24,221.11,469.63,422.52,483.92,427.69,391.83,375.78,340.13,325.77
2020-07-24,24,4,206,30,7,3,2020,793.01,799.05,798.25,794.5,799.06,814.94,837.84,829.0,859.59,855.1,854.01,853.64,854.48,853.77,853.56,832.99,870.95,869.26,936.85,834.28,834.13,830.54,779.95,787.77
2020-07-25,25,5,207,30,7,3,2020,844.93,789.6,845.43,844.35,799.65,847.76,873.76,885.7,883.68,891.34,881.17,849.4,858.8,881.87,884.03,884.3,888.15,887.74,884.1,868.87,871.53,831.52,794.74,799.22
2020-07-26,26,6,208,30,7,3,2020,861.53,866.06,882.44,885.51,874.93,892.13,902.29,914.09,919.92,948.74,946.84,946.36,945.74,947.73,978.23,973.32,972.3,982.94,1023.52,989.92,944.46,913.35,884.93,887.67
2020-07-27,27,0,209,31,7,3,2020,880.07,878.08,889.38,884.86,890.67,905.65,919.82,926.93,940.73,943.07,944.4,944.03,942.79,940.86,938.54,937.22,934.73,932.66,962.56,919.1,931.82,897.57,878.67,874.0
2020-07-28,28,1,210,31,7,3,2020,879.49,878.53,879.17,873.54,887.47,896.44,900.34,924.55,942.56,945.98,946.52,943.09,938.59,930.6,944.96,944.32,991.33,993.94,1014.94,949.24,965.85,925.46,882.93,877.48
2020-07-29,29,2,211,31,7,3,2020,868.06,868.76,871.87,875.1,882.1,890.66,894.97,928.89,934.22,933.82,939.7,961.31,936.6,948.44,948.59,946.57,945.76,945.29,1073.31,952.87,892.49,879.12,869.46,867.4
2020-07-30,30,3,212,31,7,3,2020,791.2,795.02,797.73,846.36,851.32,851.58,855.63,885.22,888.94,889.87,889.24,889.17,888.91,887.82,903.59,884.74,905.45,908.58,931.8,929.23,895.8,846.88,851.85,847.81
2020-07-31,31,4,213,31,7,3,2020,838.4,798.02,846.1,846.32,852.64,863.57,878.59,855.87,903.32,907.42,906.13,907.08,897.74,898.15,897.01,894.64,880.79,861.36,906.8,906.27,888.86,856.19,850.55,790.85
2020-08-01,1,5,214,31,8,3,2020,829.4,820.48,813.23,829.16,816.1,777.4,821.7,853.0,851.62,851.37,850.79,850.3,851.4,852.66,852.54,851.71,852.83,852.06,918.26,923.69,888.75,836.44,824.01,804.31
2020-08-02,2,6,215,31,8,3,2020,824.94,805.51,823.65,827.89,814.68,777.02,831.39,862.01,866.87,868.62,860.69,859.54,878.73,888.52,897.76,871.28,875.53,920.65,966.49,1078.92,947.93,895.82,878.94,823.84
2020-08-03,3,0,216,32,8,3,2020,829.51,844.88,851.96,861.62,861.3,894.45,898.76,894.01,896.59,897.31,898.35,898.23,904.84,895.56,901.28,898.1,897.74,897.02,934.5,882.62,872.58,816.39,821.33,827.33
2020-08-04,4,1,217,32,8,3,2020,859.57,856.84,863.1,879.2,881.18,896.0,900.95,908.53,911.09,915.07,917.7,914.18,913.31,914.53,913.61,908.78,908.83,908.97,950.54,894.43,881.69,877.76,870.05,856.85
2020-08-05,5,2,218,32,8,3,2020,753.79,757.28,761.23,772.64,784.59,796.64,813.78,801.59,801.35,801.15,806.44,797.54,798.28,796.28,800.22,795.13,798.99,800.67,832.55,790.47,774.78,772.93,761.63,758.56
2020-08-06,6,3,219,32,8,3,2020,828.9,796.01,844.13,831.08,869.84,889.5,902.62,920.13,912.14,913.4,912.39,909.98,911.35,906.36,907.26,903.92,908.33,904.46,963.18,888.7,871.34,863.67,816.27,820.55
2020-08-07,7,4,220,32,8,3,2020,825.16,834.37,859.85,868.52,871.22,896.67,904.54,907.93,909.37,911.6,911.48,908.27,911.22,912.22,906.86,899.0,897.02,896.24,931.19,893.45,877.99,871.96,869.27,818.32
2020-08-08,8,5,221,32,8,3,2020,821.07,829.09,859.09,861.51,858.84,873.47,885.14,888.76,891.81,892.39,892.44,892.52,892.89,892.59,892.56,891.51,890.7,889.8,952.67,887.35,877.03,870.62,826.42,819.86
2020-08-09,9,6,222,32,8,3,2020,864.0,861.56,861.16,859.73,863.02,866.68,880.3,890.83,892.93,897.55,897.59,897.42,899.14,900.3,901.57,906.3,905.42,904.12,894.12,893.25,882.96,878.99,871.49,855.43
2020-08-10,10,0,223,33,8,3,2020,863.04,858.14,862.71,867.08,879.63,888.5,903.92,903.15,905.24,908.2,908.44,906.23,907.4,908.23,904.36,901.23,904.0,902.09,891.87,886.54,879.24,867.59,860.54,854.49
2020-08-11,11,1,224,33,8,3,2020,845.05,834.05,846.45,855.87,869.1,869.39,888.35,900.23,901.26,905.02,904.78,905.21,903.52,902.84,902.56,895.83,891.35,901.74,891.22,887.54,873.84,866.5,864.01,836.28
2020-08-12,12,2,225,33,8,3,2020,871.92,868.07,875.02,883.57,893.05,901.67,918.87,923.41,932.25,929.84,934.27,939.12,938.09,931.07,924.61,923.27,922.98,932.56,918.57,926.21,899.44,888.26,886.78,883.18
2020-08-13,13,3,226,33,8,3,2020,767.71,772.87,768.56,764.98,804.33,802.47,843.54,815.32,818.07,816.93,819.28,809.84,808.79,799.84,800.15,810.17,811.64,804.55,795.37,823.11,811.35,766.19,766.44,772.52
2020-08-14,14,4,227,33,8,3,2020,780.31,778.68,784.31,779.6,790.68,798.89,814.48,817.33,820.0,818.06,819.89,817.32,815.55,807.38,812.52,761.73,803.88,816.16,787.94,790.05,844.27,830.68,817.17,788.03
2020-08-15,15,5,228,33,8,3,2020,836.39,809.17,813.45,811.31,820.16,819.36,844.12,844.31,874.59,868.71,868.04,852.14,864.32,862.74,876.02,862.07,864.57,865.12,835.18,829.21,837.99,832.85,836.54,808.32
2020-08-16,16,6,229,33,8,3,2020,776.46,787.74,792.91,788.64,800.72,807.35,819.94,848.76,846.46,874.58,875.27,868.75,875.6,879.51,892.94,886.71,894.42,894.48,875.17,870.08,862.28,856.17,830.27,835.39
2020-08-17,17,0,230,34,8,3,2020,881.15,878.11,882.41,886.64,893.85,899.84,916.47,925.49,950.88,947.67,948.42,933.43,935.37,913.62,932.38,914.11,947.51,967.74,944.2,945.19,907.08,890.91,884.06,881.41
2020-08-18,18,1,231,34,8,3,2020,854.45,856.55,867.17,874.5,876.8,873.85,889.9,900.29,900.41,900.43,897.01,899.12,895.22,896.31,897.33,898.32,897.37,900.83,894.47,886.81,895.9,874.73,872.11,869.42
2020-08-19,19,2,232,34,8,3,2020,767.05,766.71,772.0,766.8,772.69,777.93,806.04,831.91,833.76,797.09,796.25,794.59,790.55,790.16,786.82,784.98,833.95,837.32,800.78,822.78,829.27,807.62,803.94,765.43
2020-08-20,20,3,233,34,8,3,2020,805.54,804.93,811.65,798.3,793.88,788.74,790.3,825.82,823.8,823.41,823.13,827.58,831.41,832.95,840.23,838.09,856.23,873.8,830.79,847.5,839.93,835.23,792.45,800.73
2020-08-21,21,4,234,34,8,3,2020,801.95,801.35,810.33,800.08,795.14,816.77,825.12,828.08,822.33,831.76,831.89,832.44,837.36,838.71,840.02,868.22,869.18,866.29,848.78,850.76,887.01,848.85,831.2,797.39
2020-08-22,22,5,235,34,8,3,2020,805.25,796.86,799.67,803.57,812.46,815.25,837.37,849.13,888.96,904.6,903.87,903.22,904.19,905.24,906.03,893.76,914.79,921.91,901.49,876.31,836.73,824.54,794.87,803.66
2020-08-23,23,6,236,34,8,3,2020,800.94,799.41,801.55,803.37,808.34,797.54,841.06,850.69,869.15,900.06,899.96,882.56,901.16,904.8,905.61,903.87,914.75,933.28,898.17,840.5,831.26,794.1,802.97,801.08
2020-08-24,24,0,237,35,8,3,2020,743.87,725.2,728.56,735.79,744.99,763.55,767.41,770.15,795.94,796.89,796.84,797.35,798.14,802.96,807.07,807.65,811.37,802.56,788.65,788.47,790.63,780.67,768.99,755.57
2020-08-25,25,1,238,35,8,3,2020,743.18,738.38,755.16,763.88,767.69,760.4,753.63,754.97,805.74,809.61,811.0,810.2,811.12,811.63,818.77,818.23,823.45,815.4,799.75,790.92,812.34,786.09,765.66,757.72
2020-08-26,26,2,239,35,8,3,2020,789.67,789.23,797.11,793.26,795.73,803.99,807.39,802.09,843.33,847.73,846.19,847.53,827.34,829.91,831.0,828.67,830.82,829.85,835.38,862.26,871.45,824.23,796.57,795.03
2020-08-27,27,3,240,35,8,3,2020,755.64,756.81,761.21,758.73,747.31,740.68,743.7,744.91,761.88,780.89,778.13,778.7,764.36,748.79,749.9,753.65,754.58,750.05,776.8,760.82,796.28,767.42,762.54,756.35
2020-08-28,28,4,241,35,8,3,2020,783.51,787.96,790.36,803.74,809.92,804.94,815.21,813.3,836.91,836.71,832.67,834.09,831.3,819.19,819.4,813.36,824.11,836.6,844.19,847.08,782.79,790.17,796.06,793.66
2020-08-29,29,5,242,35,8,3,2020,783.76,775.26,779.5,776.19,780.15,787.57,793.56,799.38,791.75,821.79,824.95,824.48,822.24,824.22,826.37,827.3,831.8,826.14,847.7,861.32,834.47,814.99,788.03,786.71
2020-08-30,30,6,243,35,8,3,2020,736.44,733.81,735.1,721.7,740.39,741.82,762.81,763.71,767.12,784.26,788.21,793.79,788.33,787.83,796.0,809.62,812.94,814.51,798.4,788.44,795.45,735.82,739.05,739.81
2020-08-31,31,0,244,36,8,3,2020,685.47,691.5,704.56,707.54,735.57,741.94,766.65,765.47,768.5,774.99,775.3,774.86,776.94,779.23,758.32,758.94,819.11,860.95,746.53,755.8,723.44,718.84,700.44,688.9
2020-09-01,1,1,245,36,9,3,2020,317.54,304.1,150.23,175.36,290.53,314.43,337.21,357.69,426.35,407.89,400.24,380.71,378.78,381.68,394.66,394.63,394.98,367.02,268.03,241.75,211.2,211.39,191.22,175.51
2020-09-02,2,2,246,36,9,3,2020,771.46,758.65,769.07,761.68,791.07,806.47,813.43,818.63,818.75,828.43,822.7,822.38,823.97,830.72,832.54,855.14,842.68,836.48,816.86,793.07,777.22,755.91,768.11,759.58
2020-09-03,3,3,247,36,9,3,2020,722.01,725.94,722.36,745.95,749.95,766.32,779.57,792.23,792.91,794.59,792.5,791.57,793.41,792.96,799.94,810.44,808.13,799.09,787.16,761.69,744.19,743.47,741.59,718.74
2020-09-04,4,4,248,36,9,3,2020,716.57,729.7,736.3,744.36,764.45,771.26,799.07,804.98,814.23,814.84,814.9,815.29,816.31,818.39,822.87,835.02,831.67,818.87,811.77,788.04,773.72,730.34,733.59,733.02
2020-09-05,5,5,249,36,9,3,2020,754.6,753.22,758.36,758.96,770.64,774.39,789.62,814.36,817.87,828.97,828.78,827.25,828.47,815.6,830.04,831.08,837.14,835.04,812.93,807.35,790.24,765.44,756.43,751.48
2020-09-06,6,6,250,36,9,3,2020,767.86,764.72,765.95,770.85,785.33,795.07,798.74,798.88,824.47,829.34,832.92,830.77,834.3,832.58,837.16,838.06,845.25,841.32,826.98,812.23,781.38,772.55,769.33,762.57
2020-09-07,7,0,251,37,9,3,2020,601.44,600.74,608.62,631.11,786.15,807.33,817.65,829.86,829.86,827.61,813.83,829.73,806.6,827.03,681.31,755.62,696.87,827.53,648.6,628.69,620.81,615.17,608.69,600.86
2020-09-08,8,1,252,37,9,3,2020,721.75,716.94,726.41,743.12,761.54,777.92,786.4,791.24,793.02,801.31,799.87,798.84,791.67,797.62,801.29,815.69,818.34,802.45,786.72,767.23,747.27,741.82,735.59,727.61
2020-09-09,9,2,253,37,9,3,2020,629.72,635.25,646.62,664.33,684.56,708.63,721.31,719.02,768.79,877.61,868.72,871.07,708.15,714.71,715.93,721.02,720.72,713.68,695.5,670.45,652.03,646.93,643.84,627.33
2020-09-10,10,3,254,37,9,3,2020,50.48,151.04,190.31,223.64,241.96,381.09,533.49,551.82,277.34,285.29,270.26,268.54,285.99,285.36,289.98,295.25,315.99,310.38,267.17,226.23,189.48,166.82,166.49,147.56
2020-09-11,11,4,255,37,9,3,2020,771.57,775.26,799.1,811.63,825.83,842.38,861.85,864.35,864.03,864.32,857.46,855.37,855.45,854.78,858.33,865.95,926.15,927.89,851.77,836.13,822.6,794.28,793.18,782.27
2020-09-12,12,5,256,37,9,3,2020,771.7,769.13,774.28,779.06,799.32,808.33,836.42,836.65,833.75,857.15,835.05,833.24,834.11,840.56,844.35,1025.66,1037.47,845.89,838.04,828.64,817.37,808.81,802.17,776.29
2020-09-13,13,6,257,37,9,3,2020,816.7,806.02,804.08,807.63,820.05,833.92,843.07,844.04,860.14,866.09,866.25,866.24,866.3,868.79,874.34,883.48,981.12,961.05,871.15,859.95,845.27,828.71,821.68,809.37
2020-09-14,14,0,258,38,9,3,2020,760.9,768.16,781.16,798.58,808.76,849.2,888.54,861.19,826.59,845.22,844.52,843.65,830.53,862.78,933.95,946.98,945.99,866.31,857.82,832.77,816.42,795.81,781.24,765.94
2020-09-15,15,1,259,38,9,3,2020,813.9,807.45,818.1,838.13,862.88,922.16,917.28,879.42,902.1,895.49,906.73,952.03,936.76,950.58,962.06,966.94,969.03,886.12,863.66,849.03,834.0,818.9,806.6,791.05
2020-09-16,16,2,260,38,9,3,2020,739.79,743.1,753.34,768.69,778.78,780.64,799.52,796.18,813.99,807.96,807.42,806.55,806.49,818.31,844.02,898.35,870.57,830.09,826.61,793.29,772.27,756.73,743.54,742.54
2020-09-17,17,3,261,38,9,3,2020,740.29,749.58,759.48,768.2,801.69,844.17,880.18,839.25,847.92,837.09,830.15,830.97,852.21,842.87,899.45,944.52,949.11,934.14,816.65,792.98,763.48,760.37,747.09,741.95
2020-09-18,18,4,262,38,9,3,2020,780.54,775.82,783.25,799.44,812.69,857.05,867.21,836.48,841.49,835.17,835.07,834.97,835.87,846.11,921.22,990.94,945.47,912.93,835.13,817.26,798.86,793.6,788.38,780.04
2020-09-19,19,5,263,38,9,3,2020,797.99,790.88,792.81,800.44,815.08,829.36,849.71,841.78,848.63,852.11,850.08,849.05,848.56,858.73,872.93,933.14,950.42,941.33,851.63,832.04,813.58,803.64,797.85,793.4
2020-09-20,20,6,264,38,9,3,2020,587.45,588.54,601.62,603.18,611.38,627.26,633.92,766.86,775.16,698.75,831.05,647.0,638.57,654.95,662.91,869.38,876.43,864.22,656.88,620.16,608.08,594.65,591.47,566.38
2020-09-21,21,0,265,39,9,3,2020,718.53,732.4,740.88,761.57,793.02,803.2,807.63,817.77,807.6,811.99,811.67,809.62,798.93,809.92,822.6,824.12,882.8,816.53,793.58,773.88,750.19,748.09,737.95,710.11
2020-09-22,22,1,266,39,9,3,2020,654.71,669.22,678.89,698.07,721.49,742.59,751.91,749.65,758.64,761.59,760.84,760.27,752.09,763.14,759.99,845.98,778.53,766.52,749.74,719.83,709.21,694.23,685.15,653.97
2020-09-23,23,2,267,39,9,3,2020,647.65,648.15,662.08,681.29,714.13,727.01,728.19,733.28,737.03,728.87,727.92,729.79,733.67,740.47,745.2,758.98,756.41,738.21,728.04,696.12,671.19,667.88,661.03,641.14
2020-09-24,24,3,268,39,9,3,2020,699.05,708.96,721.58,741.02,758.17,781.73,785.15,783.54,780.64,781.23,779.49,779.56,779.04,785.03,790.16,805.73,803.58,799.52,789.1,756.9,745.73,735.94,732.88,706.84
2020-09-25,25,4,269,39,9,3,2020,710.49,723.48,734.59,752.77,778.62,795.61,808.05,806.84,806.86,806.4,792.29,803.89,792.75,794.62,798.66,812.95,811.47,807.75,785.52,773.67,764.1,749.82,745.1,746.85
2020-09-26,26,5,270,39,9,3,2020,142.28,141.62,160.66,189.31,210.45,225.43,247.91,258.78,259.08,258.31,254.35,252.76,255.5,257.64,317.43,318.89,319.94,259.56,241.97,181.22,164.04,174.0,165.31,151.64
2020-09-27,27,6,271,39,9,3,2020,529.87,517.87,519.35,534.72,560.0,572.11,590.72,597.91,605.83,607.56,605.39,605.05,605.97,615.06,636.51,646.12,709.02,697.2,603.98,577.17,563.31,562.57,558.8,531.85
2020-09-28,28,0,272,40,9,3,2020,147.6,177.7,179.95,171.4,205.56,282.57,294.17,295.2,234.95,241.17,239.82,231.88,230.25,305.07,337.88,412.27,414.81,328.15,274.11,200.82,180.94,179.41,179.48,162.16
2020-09-29,29,1,273,40,9,3,2020,733.26,726.79,740.31,750.12,775.54,793.47,789.73,790.26,787.28,796.44,797.55,796.95,795.25,801.96,813.97,918.8,871.75,812.51,795.14,773.7,765.31,754.75,749.88,745.04
2020-09-30,30,2,274,40,9,3,2020,741.52,741.13,756.69,767.45,797.6,813.58,814.7,812.35,801.64,814.72,813.56,815.24,809.86,816.0,891.65,915.75,906.14,863.85,799.76,790.77,760.82,763.74,763.3,743.3
2020-10-01,1,3,275,40,10,4,2020,811.21,793.12,808.68,834.03,855.55,944.83,955.32,912.93,907.61,905.1,904.22,904.26,900.4,910.72,907.13,940.65,917.24,912.86,900.56,883.77,850.36,838.65,832.22,816.38
2020-10-02,2,4,276,40,10,4,2020,836.99,826.11,843.09,865.95,882.08,909.08,925.02,922.01,920.1,917.18,912.44,906.36,913.93,917.44,924.92,925.37,922.45,921.99,919.3,900.1,878.48,864.75,855.18,849.03
2020-10-03,3,5,277,40,10,4,2020,724.27,682.85,686.96,728.8,741.08,780.29,789.54,787.46,815.22,821.06,812.61,814.82,814.93,821.36,825.16,835.19,835.06,860.38,857.87,761.84,753.41,726.37,723.14,681.6
2020-10-04,4,6,278,40,10,4,2020,700.87,693.78,698.05,703.48,711.42,739.07,775.17,767.84,775.81,775.81,775.67,752.92,780.04,804.09,809.16,830.15,835.58,856.86,852.91,758.27,737.75,707.09,699.94,695.31
2020-10-05,5,0,279,41,10,4,2020,668.61,669.89,677.52,698.08,730.36,783.88,793.02,742.52,826.08,817.16,813.42,736.56,757.12,834.32,838.17,846.0,841.64,886.82,862.3,750.85,688.57,682.31,673.88,653.6
